label,text
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
ham,K.then any other special?
ham,He  chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,It's ok lar. U sleep early too... Nite...
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,Are you wet right now?
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221065 fromm landline. Delivery within 8 days
ham,Not from this campus. Are you in the library?
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,What not under standing.
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,No chikku nt yet.. Ya i'm free
ham,"There're some people by mu, I'm at the table by lambda"
ham,Wherre's my boytoy ? :-(
ham,I love your ass! Do you enjoy doggy style? :)
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
ham,Designation is software developer and may be she get chennai:)
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,I have a sore throat. It's scratches when I talk
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,I know you mood off today
ham,No dear i do have free messages without any recharge. Hi hi hi
ham,Watching telugu movie..wat abt u?
ham,"Oh, then your phone phoned me but it disconnected"
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,Go where n buy? Juz buy when we get there lar.
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
ham,On the way to office da..
ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
spam,Please call our customer service representative on 0800 169 6032 between 10am-9pm as you have WON a guaranteed £2000 cash or £6000 prize!
ham,Dai what this da.. Can i send my resume to this id.
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk
ham,K I'll be there before 4.
ham,Pls send me the correct name da.
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham,She is annoying... I hate when she does this...She turns what should be a fun trip into an annoying day of what she wants
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8"
ham,Tired. I haven't slept well the past few nights.
ham,Wat's da model num of ur phone?
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,My birthday is on feb  &lt;#&gt;  da. .
ham,"Sorry, I'll call later�buzy in some work.."
ham,Wat time do u wan 2 meet me later?
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,Friends that u can stay on fb chat with
ham,If we win its really no 1 side for long time.
ham,Anything lar...
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,Sry da..jst nw only i came to home..
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04
ham,I am going to sleep. I am tired of travel.
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
ham,Yup having my lunch buffet now.. U eat already?
ham,Sent me ur email id soon�.I will sent that�
ham,Ya very nice. . .be ready on thursday
ham,Prabha..i'm soryda..realy..frm  my heart
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
ham,Do u know what is real FRIENDSHIP
ham,Why didn't u call on your lunch?
ham,But i juz remembered i gotta bathe my dog today..
ham,Yeah whatever lol
ham,Yar lor... How u noe? U used dat route too?
ham,Pete can you please ring meive hardly gotany credit
ham,2 and half years i missed your friendship:-)
ham,Hope you are having a good TIME.
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!
ham,Wife.how she knew the time of murder exactly
ham,Sounds great! Im going to sleep now. Have a good night!
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P"
ham,K k :-):-) then watch some films.
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
spam,"Play CricEx LIVE during India vs. Netherlands match - WIN iPad,  Blackberry & Team India Jerseys at the end of the match. Logon to http://m.ibibo.com/c/10"
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
ham,I'm job profile seems like bpo..
ham,How much is torch in 9ja.
Spam,"NO EMI TILL POSSESSION. Today group on Noida Exprsway offer once upon life time offer 2BR-930sft-Rs15, 046pm Sample appt ready 5min from Amity 9999975317"
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,"It's ok, at least armand's still around"
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,S...i will take mokka players only:)
ham,Yes:)from last week itself i'm taking live call.
ham,If you're not in my car in an hour and a half I'm going apeshit
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart..
ham,The evo. I just had to download flash. Jealous?
ham,Fffff. Can you text kadeem or are you too far gone
ham,Nobody names their penis a girls name this story doesn't add up at all
spam,You are awarded a SiPix Digital Camera! call 09061221062 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm.
ham,Cos daddy arranging time c wat time fetch ü mah...
spam,Natalja (25/F) is inviting you to be her friend.  See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
ham,All day working day:)except saturday and sunday..
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham,All sounds good. Fingers . Makes it difficult to type
ham,Yeah that'd pretty much be the best case scenario
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
spam,"Todays Vodafone numbers ending 5347 are selected to receive a Rs.2,00,000 award. If you have a match please call 6299257179 quoting claim code 2041 standard rates apply"
spam,"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 8927307655 Now! "
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
ham,Its a great day. Do have yourself a beautiful one.
ham,"Like  &lt;#&gt; , same question"
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,"Yo my trip got postponed, you still stocked up?"
ham,How would my ip address test that considering my computer isn't a minecraft server
ham,Hi its in durban are you still on this number
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ..."
ham,Draw va?i dont think so:)
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
spam,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 8927307655
ham,Haf u found him? I feel so stupid da v cam was working.
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
ham,"Could you not read me, my Love ? I answered you"
ham,Ok how you dear. Did you call chechi
ham,Ok�lets wait..
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham,... Are you in the pub?
ham,Yes..gauti and sehwag out of odi series.
ham,Hi..i got the money da:)
ham,"Probably gonna be here for a while, see you later tonight &lt;)"
ham,I.ll post her out l8r. In class
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
spam,"Dear Customer,U've been selected to stay in F1VE STAR hotels - FOR T0DAY'S DRAW! Holiday valued at INR 5,00,000.Dial 7679046492 to claim"
ham,"U so lousy, run already come back then half dead... Hee..."
ham,That's y we haf to combine n c how lor...
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
spam,"Minimal documentation,  Quick approval,  Low rates. Home Loan @9.25%.Loan Against Properties@11.5%. Call on 011-43065228 visit www.mymoneymantra.com.T$C apply."
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,Mom wants to know where you at
spam,"To cancel this order you should visit http/aetacms.com/.cas/auo.html/redirect-aopis.it�to review your details. if you need additional help, contact Apple Support."
ham,I'm done...
ham,"I‘ll leave around four, ok?"
ham,"Awesome, text me when you're restocked"
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
ham,I not free today i haf 2 pick my parents up tonite...
ham,Well obviously not because all the people in my cool college life went home ;_;
ham,Ya but it cant display internal subs so i gotta extract them
ham,"Sorry, I'll call later..I am in a meeting"
ham,Lil fever:) now fine:)
ham,"As usual..iam fine, happy &amp; doing well..:) what about u?"
ham,I got your back! Do you have any dislikes in bed?
ham,Oh sorry please its over
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,Actually getting ready to leave the house.
spam,"GOV.UK ALERT CORONAVIRUS It has come to our attention that you have been out of the house more than once. Due to this irresponsible behaviour, we are issuing you a formal warning and �250 fine. If this continues, the fine could increase to a maximum of �5000 and/or an arrest. Payment will be taken automatically out of your account. Call 0800345 9999 for any enquiries or to appeal."
ham,I will come with karnan car. Please wait till 6pm will directly goto doctor.
spam,"Nationwide has noticed your debit card was recently used on 23-05-2012 11:04:43, at APPLE ONLINE STORE for 1920.00 GBP If not you please urgently call fraud prevention on 03303800233 or Intl +443303800231. Do not reply by SMS http://www.nationwide.co.uk/"
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
ham,No need to ke qi... Ü too bored izzit y suddenly thk of this...
ham,Send me the new number
ham,Convey my regards to him�best wishes..
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,Ok which your another number
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,"It‘s reassuring, in this crazy world."
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
ham,Sorry i'm not free...
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
ham,Just haven't decided where yet eh ?
ham,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
ham,Sos! Any amount i can get pls.
ham,Wah lucky man... Then can save money... Hee...
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
spam,Call FREEPHONE 0800 542 0578 now!
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,Nope. Meanwhile she talk say make i greet you.
ham,U GOIN OUT 2NITE?
ham,She is annoying... She turns what should be a fun trip into an annoying day of what she wants
ham,How much i gave to you. Morning.
spam,"Todays Vodafone numbers ending 7148 are selected to receive a Rs.2,00,000 award. If you have a match please call 7679046492 quoting claim code 7834 standard rates apply"
ham,Wait.i will come out.. &lt;#&gt;  min:)
ham,Long time. You remember me today.
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
spam,You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
ham,"Yup, leaving right now, be back soon"
ham,"Sorry, I'll call later ..In meeting."
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,That seems unnecessarily hostile
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,K..k..i'm also fine:)when will you complete the course?
ham,Aiyah ok wat as long as got improve can already wat...
ham,I absolutely LOVE South Park! I only recently started watching the office.
ham,Some of them told accenture is not confirm. Is it true.
ham,Thank u!
ham,You gonna ring this weekend or wot?
ham,I love to wine and dine my lady!
ham,That day you asked about anand number. Why:-)
ham,Saw Guys and Dolls last night with Patrick Swayze it was great
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
ham,Yeah we do totes. When u wanna?
ham,will you like to be spoiled? :)
ham,Somebody should go to andros and steal ice
ham,Can not use foreign stamps in this country. Good lecture .
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,Did he just say somebody is named tampa
ham,"fyi I'm at usf now, swing by the room whenever"
spam,"	Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,"Alright, we're all set here, text the man"
ham,We are okay. Going to sleep now. Later
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
ham,Aight what time you want me to come up?
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
spam,Friendly reminder- don't forget to confirm your SAM update from the other day!�http://rghst.rocks/ GBs630y
ham,Okay... We wait ah
ham,"Oops I did have it,  &lt;#&gt; ?"
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,He dint tell anything. He is angry on me that why you told to abi.
ham,No prob. I will send to your email.
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! TEXT YES for callback, no to remove from records"
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p "
ham,I'm good. Have you registered to vote?
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
spam,"Dear Customer Your order of 42.84 Euro has been approved if you didnt purchased anything or it you believe an unauthorized person has accessed your account, please access the link below http:/95.141.32.7:81/orders.aspx"
spam,"Dear customer your PAY2TMKYC has been expired, It�s will be bl0cked within 24 hour, please contact customer! Care ph� 7044518857 immediately to verify"
ham,Sorry. || mail? ||
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
ham,Good morning princess! How are you? Take care�.keep in touch..
ham,Yes princess! I want to catch you with my big strong hands...
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx"
spam,reat Deals at The MobileStore. Get Rs 100 Off on mobile purchases above Rs 5000. Rush offer valid till 21st Feb. Show MCoupon RPD897348602131 . T & C
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
ham,Can you plz tell me the answer. Reeta sent via fullonsms.com
ham,Yes. Rent is very expensive so its the way we save.
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,Its ok..come to my home it vl nice to meet and v can chat..
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,"Lets use it next week, princess :)"
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
spam,For 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
spam,Promotion Number: 8714714 - UR awarded a City Break and  a £200 Summer Shopping spree. 08718738034
ham,"And very importantly, all we discuss is between u and i only."
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Ugh hopefully the asus ppl dont randomly do a reformat.
ham,"Machan you go to gym tomorrow,  i wil come late goodnight."
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'"
ham,No shoot me. I'm in the docs waiting room. :/
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evening and stay blessed
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,K:)k:)good:)study well.
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
ham,Babe ? I lost you ... :-(
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
ham,Yes. I come to nyc for audiitions and am trying to relocate.
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. "
ham,Once free call me sir.
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,Dont pick up d call when something important is There to tell. Hrishi
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .
ham,Dont kick coco when he's down
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
ham,I'm at home. Please call
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402"
ham,These won't do. Have to move on to morphine
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,I was just callin to say hi. Take care bruv!
ham,For my family happiness..
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,She's fine. Sends her greetings
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,Oh k.i think most of wi and nz players unsold.
ham,Hi.what you think about match?
ham,Oh ok..
ham,I'm ok. Will do my part tomorrow
ham,"Sorry, I'll call later..in a meeting.."
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,Ü come lt 25 n pass to me lar
spam,"Please call our customer service representative on FREEPHONE 0808 145 5645 between 9am-11pm as you have WON a guaranteed INR 5,00,000 cash  prize!"
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,You know what hook up means right?
ham,Stupid.it is not possible
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS
ham,Take some small dose tablet for fever
ham,We live in the next  &lt;#&gt; mins
ham,I borrow ur bag ok.
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364312 to collect your award which you are selected to receive as a valued mobile customer.
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
ham,So lets make it saturday or monday as per convenience.
ham,Our Prasanth ettans mother passed away last night. Just pray for her soul�
ham,I hate what she does... She turns what should be a fun trip into an annoying day of quarrels and whatever she want her house looks like..
ham,Yes princess! I want to make you happy...
ham,Yes. that will be fine. Love you. Be safe.
ham,Leave it de:-). Start Prepare for next:-)..
ham,Of course. I guess god's just got me on hold right now.
ham,5 nights...We nt staying at port step liao...Too ex
ham,I dont thnk its a wrong calling between us
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
ham,I can make lasagna for you... vodka...
ham,"2 celebrate my bday, y else?"
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
spam,"	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
ham,At the funeral home with Audrey and dad
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
ham,Same. Wana plan a trip sometme then
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,PICK UR FONE UP NOW U DUMB?
ham,Bognor it is! Should be splendid at this time of year.
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,Thanx 4 sending me home...
ham,No calls..messages..missed calls
ham,"Goodmorning, today i am late for 3 min."
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,"Babe, I need your advice"
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx"
ham,It vl bcum more difficult..
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
ham,Leave it. U will always be ignorant.
